id,price
0,16670.450066666668
1,16391.174066666666
2,1024.0817111111112
3,442.42137487156805
4,3905.2536365079363
5,1933.2274758342667
6,733.407450325078
7,5039.448056354756
8,720.1832256818087
9,4158.756377777778
10,8762.800468253969
11,3767.9201333333335
12,572.7400539682537
13,969.0440497726385
14,4090.372870418472
15,7532.873703174604
16,1980.4847890331887
17,1847.9445109710864
18,2225.299159306165
19,16835.51745714285
20,4998.265037974598
21,5254.585755844157
22,7287.918142857143
23,1084.874376503706
24,1449.6513841269846
25,917.9128300255295
26,2565.197168686872
27,604.4862178044181
28,1782.9616015096017
29,5148.115921852305
30,4393.042946220446
31,885.017457419643
32,6516.182231024534
33,892.4648611592098
34,3620.9435063492074
35,634.6428426475486
36,639.3291362330134
37,2105.523783616383
38,2926.418646031745
39,560.8794754394924
40,878.3545845331824
41,4979.907234920634
42,2902.085772727274
43,6502.607766666666
44,3981.2637851037853
45,3259.5404701298703
46,7842.377101320248
47,1811.2168500000002
48,11396.727633333336
49,652.8256621933622
50,2192.6687063492063
51,798.0850460134616
52,7732.024366666667
53,3111.1803739938123
54,9403.594333333334
55,6638.134819047618
56,802.7411267638515
57,640.1008102615901
58,4860.4105
59,6576.83885010401
60,3793.8799435806013
61,877.364541410179
62,16934.189333333332
63,10685.1848
64,2829.77688095238
65,7604.884814718616
66,1034.072182767232
67,2072.7456751803757
68,9072.684
69,883.3143232323239
70,3825.4680124321562
71,536.0061488351245
72,1181.543363070263
73,826.6506830261237
74,3766.455047619048
75,2794.9449636141653
76,1434.5158031746025
77,1828.0715985569993
78,4312.404687050178
79,5440.057041410464
80,737.7128
81,1106.6138946608949
82,1293.8090136641142
83,1263.889
84,5344.503999466905
85,677.4509460317458
86,649.421044155844
87,2192.6687063492063
88,2927.1740000000004
89,11396.727633333336
90,1616.4497481187193
91,623.9365793650792
92,457.7415783161281
93,570.067711802158
94,3643.1194141414126
95,15519.234388888888
96,709.2215189810188
97,1916.101567632366
98,470.1705396825396
99,2318.312
100,728.1727692628938
101,530.2080476190475
102,2392.1579984126993
103,4206.508290576647
104,876.8067097917365
105,5935.815813929737
106,960.357016850916
107,5104.96016858697
108,4910.5859975734165
109,16741.5742
110,15564.844755555556
111,988.3853514576298
112,4105.536724653436
113,4054.552142857143
114,3505.188730158732
115,862.0749506493505
116,745.3280927962568
117,1775.0431380952384
118,4101.9255197995
119,1612.9543999999999
120,1144.4880666666666
121,625.2660524958362
122,16393.452847163953
123,4321.903430824266
124,3585.5577658008665
125,5277.045778643579
126,8868.544857142859
127,10718.23737849927
128,714.9021889857001
129,521.3663333333334
130,2401.754590476191
